figure_id,inserted_in_pptx,source_pdf_page,update_mode,verification_status,data_file,expected_data_sha256,current_data_sha256,baseline_text_2024,updated_text,notes
E.3,True,74,minimal_grammar_adjustment,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/e_3_datos_usados.csv,bcbdf614929c1094074eb4b450cd40f643e98df8866119bfd70ff7d00f4f5cfe,,"En la “Cuarta Encuesta 2023, Usuarios de Servicios de Telecomunicaciones (micro, pequeñas y medianas empresas)”, se mostró que, de acuerdo con el Índice General de Satisfacción, para los años 2022 y 2023 las empresas se encontraron más satisfechas con el servicio de Internet fijo que con el de telefonía fija. Por tamaño de empresa, el índice mostró mejores resultados del servicio de Internet fijo en las medianas empresas en 2023.","En la “Cuarta Encuesta 2023, Usuarios de Servicios de Telecomunicaciones (micro, pequeñas y medianas empresas)”, se mostró que, de acuerdo con el Índice General de Satisfacción, para el año 2023 las empresas se encontraron más satisfechas con el servicio de Internet fijo que con el de telefonía fija, mientras que en 2024 se encontraron más satisfechas con el servicio de telefonía fija. Por tamaño de empresa, el índice mostró mejores resultados del servicio de telefonía fija en las medianas empresas en 2024.",La relación entre Internet fijo y telefonía fija cambió en 2024; se conservó la estructura del párrafo con la mínima precisión necesaria.
E.4,True,75,minimal_grammar_adjustment,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/e_4_datos_usados.csv,59597fa8491ec223d694378c1ce0305e99443e3973d2cfc078e17a1908efda36,,"Por otra parte, la Encuesta mostró que el servicio más contratado por las MiPymes con respecto al año anterior fue el servicio de Internet Fijo (89.4%) mientras que, el servicio menos contratado fue la Red de Telefonía Móvil (19.6%). Las Micro y Medianas empresas mostraron un mayor aumento en la contratación del servicio de Internet fijo.","Por otra parte, la Encuesta mostró que el servicio más contratado por las MiPymes con respecto al año anterior fue el servicio de Internet Fijo (95.3%) mientras que, el servicio menos contratado fue la Televisión de paga (27.0%). Las Micro y Pequeñas empresas mostraron un mayor aumento en la contratación del servicio de Internet fijo.",Cambió el servicio con menor contratación y los tamaños de empresa que aumentaron.
E.5,True,76,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/e_5_datos_usados.csv,864a4e9ef01eb45ffe5a677c07336951e93556c5f3afcd22b2cbaca875055f55,,"En cuanto a los beneficios que mencionaron las MiPymes de contar con los servicios fijos de Internet y Telefonía, se encontraron tres principales: el primero es que más gente conoce su empresa, el segundo, que están más cerca de sus clientes o consumidores y finalmente, que cuentan con más ventas y clientes.","En cuanto a los beneficios que mencionaron las MiPymes de contar con los servicios fijos de Internet y Telefonía, se encontraron tres principales: el primero es que más gente conoce su empresa, el segundo, que están más cerca de sus clientes o consumidores y finalmente, que cuentan con más ventas y clientes.",
E.6,True,77,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/e_6_datos_usados.csv,25f7f4f1c903180cc15105cdca43545c46c19aa17ab8f2ffb1480393da1f4959,,"Entre los beneficios que tuvieron las MiPymes de la venta a través del servicio de Internet fijo se encontraron el incremento de sus ventas con el 53.5%, seguido de la ampliación de sus canales de venta que se situó en 25.4%.","Entre los beneficios que tuvieron las MiPymes de la venta a través del servicio de Internet fijo se encontraron el incremento de sus ventas con el 65.7%, seguido de la ampliación de sus canales de venta que se situó en 17.2%.",
E.7,True,78,minimal_grammar_adjustment,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/e_7_datos_usados.csv,ba8658da25ea2b855f9b863b992c6712d34b2c49788633b8d70f041cac5e3b8a,,"Para el 2023, los tres dispositivos que mencionaron utilizar en mayor medida las MiPymes fueron los teléfonos móviles inteligentes (Smartphones), las computadoras de escritorio y terminal punto de venta fija, para celular (98.5%, 49.1% y 54.5%, respectivamente). En cuanto a los dispositivos que menos utilizaron se encontraron las tabletas y radio localizadores (19.4% y 4.4% respectivamente).","Para el 2024, los tres dispositivos que mencionaron utilizar en mayor medida las MiPymes fueron los teléfonos móviles inteligentes (Smartphones), las computadoras de escritorio y terminal punto de venta fija, para celular (95.7%, 51.3% y 47.1%, respectivamente). En cuanto a los dispositivos que menos utilizaron se encontraron los servidores de almacenamiento y teléfonos móviles análogos (17.8% y 31.2% respectivamente).",Las categorías de menor uso presentes en la figura actual cambiaron respecto de 2023.
E.8,True,79,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/e_8_datos_usados.csv,1d848d45b5d5ad2161936bb0582d4effbe3a41290b7241a80f9f855f0ee099c6,,"Entre los principales beneficios de que las MiPymes cuenten con una aplicación móvil, la Encuesta señaló que: el contacto con los clientes es más rápido (62.7%) y la solicitud de pedidos es más ágil (44.4%), mientras que la facilidad en el control de ventas, fue el beneficio menos señalado con el 33.5%.","Entre los principales beneficios de que las MiPymes cuenten con una aplicación móvil, la Encuesta señaló que: el contacto con los clientes es más rápido (60.1%) y la solicitud de pedidos es más ágil (39.7%), mientras que la facilidad en el control de ventas, fue el beneficio menos señalado con el 23.7%.",
E.9,True,80,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/e_9_datos_usados.csv,a6235393711c2bd7dd2606506f67ace08c4181e9a155990aec231e32f830af01,,"Las MiPymes consideran al Internet Fijo como el servicio más importante para realizar sus actividades de importación y/o exportación con (63.4%), siendo la televisión de paga el de menor importancia para las actividades de importación y/o exportación con (0.7% respectivamente).","Las MiPymes consideran al Internet Fijo como el servicio más importante para realizar sus actividades de importación y/o exportación con (63.4%), siendo la televisión de paga el de menor importancia para las actividades de importación y/o exportación con (0.7% respectivamente).",
F.1.1,True,81,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_1_1_datos_usados.csv,ee653ad9b1174ecc58b00875c20f150044f93aa8e5c7910196e1c6cc1fc9d4f4,,"Con base en los resultados de la ENDUTIH 2023, en México 47.1 millones de mujeres y 41.7 millones de hombres, ambos grupos refiriéndose a personas de 6 años o más, utilizaron Internet mediante su teléfono celular inteligente (Smartphone), lo cual equivale al 75% de las mujeres y 73% de los hombres de 6 años o más que viven en el país. La descarga de aplicaciones fue una de las principales actividades que realizaron con sus dispositivos, ya que el 43% de las usuarias y el 49% de los usuarios descargaron aplicaciones en sus teléfonos inteligentes. Dentro de las aplicaciones que más instalaron las usuarias y los usuarios fueron aquellas de mensajería instantánea (Whatsapp, Messenger, Telegram, etcétera), de acceso a redes sociales (Facebook, Instagram, Twitter, etcétera) y de acceso a contenidos de audio y video (YouTube, Spotify, Deezer, etcétera). Por el contrario, las aplicaciones que menos instalaron fueron aquellas para adquirir bienes o servicios (Cabify, Mercado Libre, Rappi, Uber, etcétera), para acceder a servicios bancarios por Internet (Bancomer, Banamex, etcétera) y para editar fotos o videos.","Con base en los resultados de la ENDUTIH 2025, en México 52.7 millones de mujeres y 47.5 millones de hombres, ambos grupos refiriéndose a personas de 6 años o más, utilizaron Internet mediante su teléfono celular inteligente (Smartphone), lo cual equivale al 82% de las mujeres y 82% de los hombres de 6 años o más que viven en el país. La descarga de aplicaciones fue una de las principales actividades que realizaron con sus dispositivos, ya que el 32% de las usuarias y el 37% de los usuarios descargaron aplicaciones en sus teléfonos inteligentes. Dentro de las aplicaciones que más instalaron las usuarias y los usuarios fueron aquellas de mensajería instantánea (Whatsapp, Messenger, Telegram, etcétera), de acceso a redes sociales (Facebook, Instagram, Twitter, etcétera) y de acceso a contenidos de audio y video (YouTube, Spotify, Deezer, etcétera). Por el contrario, las aplicaciones que menos instalaron fueron aquellas para adquirir bienes o servicios (Cabify, Mercado Libre, Rappi, Uber, etcétera), para acceder a servicios bancarios por Internet (Bancomer, Banamex, etcétera) y para editar fotos o videos.",Se preservaron las categorías descriptivas del texto base; se actualizaron los registros cuantitativos disponibles en la figura actual.
F.1.2,True,81,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_1_2_datos_usados.csv,c26fed4e6069bb1f467d399e978ef0da8e1375a15f8aa2e9a879a3a9f637a8c4,,"De acuerdo con la ENDUTIH 2023, en México 51.0 millones de mujeres y 46.0 millones de hombres utilizaron Internet, lo que representó el 81% de las mujeres y de los hombres de 6 años o más. Las actividades por Internet que más realizaron estos usuarios fueron el consumo de contenidos audiovisuales gratuitos (Youtube), escuchar música gratuita (Spotify, Google music, etcétera) y ver películas, series, conciertos y otros audiovisuales de pago (Netflix, Clarovideo, Blim, OTT, etcétera). Por el contrario, las actividades que menos realizaron fueron ver TV en web, realizar ventas y escuchar radio AM y FM.","De acuerdo con la ENDUTIH 2025, en México 55.0 millones de mujeres y 49.9 millones de hombres utilizaron Internet, lo que representó el 86% de las mujeres y el 87% de los hombres de 6 años o más. Las actividades por Internet que más realizaron estos usuarios fueron el consumo de contenidos audiovisuales gratuitos (Youtube), escuchar música gratuita (Spotify, Google music, etcétera) y ver películas, series, conciertos y otros audiovisuales de pago (Netflix, Clarovideo, Blim, OTT, etcétera). Por el contrario, las actividades que menos realizaron fueron ver TV en web, realizar ventas y escuchar radio AM y FM.",
F.1.3,True,81,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_1_3_datos_usados.csv,caec6b0a7c4f489a423ee313c7a09a1fdfa3a0c90f85088898f49e2089e14b21,,"Por otro lado, 22.6 millones de mujeres y 21.9 millones de hombres utilizaron computadora, lo que representó el 36% de las mujeres y el 39% de los hombres de 6 años o más en México. Las actividades que más realizaron estos usuarios fueron descargar contenidos en Internet, enviar y recibir correos electrónicos, y crear archivos de texto. Por el contrario, las actividades que menos realizaron fueron instalar dispositivos periféricos, crear o usar bases de datos y programar en lenguaje especializado.","Por otro lado, 22.5 millones de mujeres y 21.6 millones de hombres utilizaron computadora, lo que representó el 35% de las mujeres y el 38% de los hombres de 6 años o más en México. Las actividades que más realizaron estos usuarios fueron descargar contenidos en Internet, enviar y recibir correos electrónicos, y crear archivos de texto. Por el contrario, las actividades que menos realizaron fueron instalar dispositivos periféricos, crear o usar bases de datos y programar en lenguaje especializado.",
F.1.4,True,81,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_1_4_datos_usados.csv,07f1bb47d3b75ba61160828ee63cab1b5c2f4f7c7bad407bb011066f1f4bc8f7,,"Por último, los resultados de la encuesta indican que 47.2 millones de mujeres y 41.6 millones de hombres utilizaron redes sociales, lo que representó el 75% de las mujeres y el 73% de los hombres de 6 años o más que viven en México. Las redes sociales que más utilizaron los usuarios fueron Whatsapp, Facebook y Youtube, mientras que las menos utilizadas fueron Snapchat, Pinterest y LinkedIn. Cabe mencionar que entre hombres y mujeres hay diferencias en el uso de algunas redes sociales. Mientras que las mujeres usan más Instagram, Tik Tok y Pinterest, los hombres usan más Youtube y Twitter.","Por último, los resultados de la encuesta indican que 49.3 millones de mujeres y 44.2 millones de hombres utilizaron redes sociales, lo que representó el 77% de las mujeres y el 77% de los hombres de 6 años o más que viven en México. Las redes sociales que más utilizaron los usuarios fueron Whatsapp, Facebook y Youtube, mientras que las menos utilizadas fueron Snapchat, Pinterest y LinkedIn. Cabe mencionar que entre hombres y mujeres hay diferencias en el uso de algunas redes sociales. Mientras que las mujeres usan más Instagram, Tik Tok y Pinterest, los hombres usan más Youtube y Twitter.",Se actualizaron los registros cuantitativos; se preservó la redacción descriptiva del texto base.
F.2,True,86,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_2_datos_usados.csv,2d07bdc0928267c24774594ae45e6ad1cf7e78ee4279720d365c4e34718ba00d,,"En el periodo de junio de 2023 a junio de 2024, los sectores de telecomunicaciones y radiodifusión mostraron en su conjunto, un decremento anual del 4 .7% en el número de personas empleadas. Al desagregar por sectores, se obtuvo que, en junio de 2024, el total de empleadas y empleados en telecomunicaciones fue de 247,172, lo cual representó un decremento anual de 7.8%, mientras que en el sector de radiodifusión el total de empleadas y empleados fue de 54,694, es decir, un incremento anual de 12.4%.","En el periodo de junio de 2025 a junio de 2026, los sectores de telecomunicaciones y radiodifusión mostraron en su conjunto, un decremento anual del 4.3% en el número de personas empleadas. Al desagregar por sectores, se obtuvo que, en junio de 2026, el total de empleadas y empleados en telecomunicaciones fue de 242,348, lo cual representó un decremento anual de 5.0%, mientras que en el sector de radiodifusión el total de empleadas y empleados fue de 36,721, es decir, un incremento anual de 0.5%.",
F.3,True,87,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_3_datos_usados.csv,0758e19b03f1d49b2506061a6dcf72f1e91fbccb164a6d1a17bc9421d066f072,,"De acuerdo con los resultados del Módulo sobre Ciberacoso (MOCIBA) 2023, las entidades federativas que tuvieron el menor porcentaje de la población de 12 años y más que vivió ciberacoso fueron Colima con 0.7% y Campeche con 0.8% de su población. Por el contrario, los estados que resaltan por presentar mayores porcentajes de ciberacoso fueron el Estado de México con el 13.1%, Jalisco con el 7.8% y la Ciudad de México con el 7.1% de su población.","De acuerdo con los resultados del Módulo sobre Ciberacoso (MOCIBA) 2025, las entidades federativas que tuvieron el menor porcentaje de la población de 12 años y más que vivió ciberacoso fueron Colima con 0.6% y Campeche con 0.7% de su población. Por el contrario, los estados que resaltan por presentar mayores porcentajes de ciberacoso fueron el Estado de México con el 13.0%, Jalisco con el 8.2% y la Ciudad de México con el 9.6% de su población.",
F.4,True,88,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_4_datos_usados.csv,d101c368f5d3537c1a8b13342a53f4be63d131a2bf331b8a17c6491a02058e8a,,"Al realizar un análisis segmentado por entidad federativa y sexo, se observa que las entidades federativas que tuvieron el mayor porcentaje de mujeres de 12 años y más que vivieron alguna situación de ciberacoso en los últimos 12 meses fueron el Estado de México con el 13.5%, Jalisco con 7.8% y la Ciudad de México con el 6.8%. De igual forma, los estados que tuvieron el mayor porcentaje de hombres de 12 años y más que sufrieron ciberacoso fueron el Estado de México con el 12.5%, Jalisco con 7.8% y la Ciudad de México con 7.5%.","Al realizar un análisis segmentado por entidad federativa y sexo, se observa que las entidades federativas que tuvieron el mayor porcentaje de mujeres de 12 años y más que vivieron alguna situación de ciberacoso en los últimos 12 meses fueron el Estado de México con el 13.8%, Ciudad de México con 10.0% y Jalisco con el 8.1%. De igual forma, los estados que tuvieron el mayor porcentaje de hombres de 12 años y más que sufrieron ciberacoso fueron el Estado de México con el 12.0%, Ciudad de México con 9.2% y Jalisco con 8.2%.",Se actualizaron también las entidades que ocupan los tres mayores porcentajes.
F.5,True,89,minimal_grammar_adjustment,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_5_datos_usados.csv,478a4e69e088cd35c715536e462ee94bc5d958af0a0cd7c2a3cd2ad8368be8e3,,"Entre las personas víctimas de ciberacoso en los últimos 12 meses por rango de edad, se destaca que aquellas de 20 a 29 años son las que han tenido un mayor porcentaje de ciberacoso (30.1% mujeres y 26.7% hombres), seguido del grupo de personas de 12 a 19 años (24.2% en mujeres y hombres). Por el contrario, el 4.1% de las mujeres y el 5.2% de los hombres con más de 60 años, resultaron ser los de menor porcentaje en cuanto a ser víctimas de ciberacoso.","Entre las personas víctimas de ciberacoso en los últimos 12 meses por rango de edad, se destaca que aquellas de 20 a 29 años son las que han tenido un mayor porcentaje de ciberacoso (25.1% mujeres y 24.5% hombres). En el grupo de personas de 12 a 19 años los porcentajes fueron 20.4% en mujeres y 20.0% en hombres. Por el contrario, el 6.9% de las mujeres y el 8.9% de los hombres con más de 60 años, resultaron ser los de menor porcentaje en cuanto a ser víctimas de ciberacoso.",El segundo lugar dejó de coincidir por sexo; se retiró únicamente la afirmación de ranking común y se conservaron los registros del grupo.
F.6,True,90,minimal_grammar_adjustment,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_6_datos_usados.csv,2c4bc09029d4ca5b014147e293480d57b82f888fa5c76fb95cdd20bd690f3bd9,,"De las situaciones de ciberacoso experimentadas por la población, el contacto mediante identidades falsas fue la situación que más vivieron las mujeres con el 35.8%, seguido de mensajes ofensivos con el 31.6% y llamadas ofensivas con el 31.0%. Por otro lado, los hombres experimentaron situaciones de ciberacoso a través del contacto mediante identidades falsas con el 35.9%, seguido de los mensajes ofensivos con el 35.4% y llamadas ofensivas con el 25.8%. La situación con menor porcentaje que vivieron tanto mujeres como hombres fue publicar o vender imágenes o vídeos de contenido sexual (3.5% y 3.6% respectivamente).","De las situaciones de ciberacoso experimentadas por la población, el contacto mediante identidades falsas fue la situación que más vivieron las mujeres con el 36.8%, seguido de mensajes ofensivos con el 30.8% e insinuaciones o propuestas sexuales con el 25.2%. Por otro lado, los hombres experimentaron situaciones de ciberacoso a través del contacto mediante identidades falsas con el 37.8%, seguido de los mensajes ofensivos con el 35.0% y llamadas ofensivas con el 27.3%. La situación con menor porcentaje que vivieron tanto mujeres como hombres fue publicar o vender imágenes o vídeos de contenido sexual (3.1% y 2.6% respectivamente).",Cambió la tercera situación más frecuente entre mujeres.
F.7,True,91,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_7_datos_usados.csv,4af95d7204c3024b696bf43f17600f0366446528aebdf0463b6835c657e79f9c,,"Respecto a las medidas de seguridad que las personas toman para proteger sus equipos o cuentas de Internet, destaca que el 96.6% de las mujeres y el 95.6% de los hombres crean o ponen contraseñas (claves, huella digital, patrón, etcétera). Así también, el 21.1% de las mujeres y el 27.7% de los hombres instalan o actualizan programas de antivirus, cortafuegos o anti espías. Por otro lado, entre las medidas menos usadas por hombres y mujeres se encuentran No publicar su correo o número telefónico en redes sociales y no abrir ni guardar archivos que envían personas desconocida.","Respecto a las medidas de seguridad que las personas toman para proteger sus equipos o cuentas de Internet, destaca que el 89.5% de las mujeres y el 88.3% de los hombres crean o ponen contraseñas (claves, huella digital, patrón, etcétera). Así también, el 46.5% de las mujeres y el 50.1% de los hombres instalan o actualizan programas de antivirus, cortafuegos o anti espías. Por otro lado, entre las medidas menos usadas por hombres y mujeres se encuentran No publicar su correo o número telefónico en redes sociales y no abrir ni guardar archivos que envían personas desconocida.",
F.8,True,92,minimal_grammar_adjustment,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_8_datos_usados.csv,2a31b3052de2c76b9c52a1687440532a9b4e1c0ba4300566291cb32051d13171,,"En los distintos medios digitales es visible el ciberacoso por el que pasan tanto mujeres como hombres, ya que, de acuerdo con los datos de MOCIBA 2022, es Facebook el medio digital por el que, el mayor porcentaje de la población de 12 años y más experimentó alguna situación de ciberacoso (41.8%), seguido de WhatsApp (37.8%) y llamadas de teléfono celular (28.9%). Por el contrario, los medios digitales con menores porcentajes fueron YouTube y Correo electrónico institucional (0.5% y 0.5%, respectivamente).","En los distintos medios digitales es visible el ciberacoso por el que pasan tanto mujeres como hombres, ya que, de acuerdo con los datos de MOCIBA 2025, es WhatsApp el medio digital por el que, el mayor porcentaje de la población de 12 años y más experimentó alguna situación de ciberacoso (41.5%), seguido de llamadas de teléfono celular (36.5%) y Facebook (29.7%). Por el contrario, los medios digitales con menores porcentajes fueron YouTube y Telegram (0.3% y 0.5%, respectivamente).",Cambió el orden de los medios con mayor y menor porcentaje.
F.9,True,93,minimal_grammar_adjustment,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_9_datos_usados.csv,b58a460f4c81317bf11f86a2c65c83863aafc14df3f6e558e256f8816aa2fb51,,"De acuerdo con la encuesta MOCIBA 2023 las personas que han sufrido algún tipo de situación de ciberacoso han manifestado haber tomado medidas contra esas situaciones, por ejemplo, el 67.3% manifestó haber bloqueado (a la persona, cuenta o página), el 12.2% ignora o no contesta a las situaciones de ciberacoso y el 11.1% elimina publicaciones, mensajes o videos. Por el contrario, solo el 1.7% realiza una denuncia ante las autoridades escolares o laborales, el 1.4% reporta ante la policía y el 1.1% hace pública la situación de ciberacoso por medio de redes sociales.","De acuerdo con la encuesta MOCIBA 2025 las personas que han sufrido algún tipo de situación de ciberacoso han manifestado haber tomado medidas contra esas situaciones, por ejemplo, el 66.5% manifestó haber bloqueado (a la persona, cuenta o página), el 18.9% ignora o no contesta a las situaciones de ciberacoso y el 11.7% denuncia ante el Ministerio Público, Fiscalía Estatal o el proveedor del servicio. Por el contrario, solo el 1.3% realiza una denuncia ante las autoridades escolares o laborales, el 2.2% reporta ante la policía y el 0.8% hace pública la situación de ciberacoso por medio de redes sociales.",Cambió la tercera medida más frecuente.
F.10,True,94,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_10_datos_usados.csv,6c29f80ecb631d64c192110ac803906cdfc743bdea0406fe22c7d9746353d7a5,,"De acuerdo con la Tercera Encuesta 2023, el 56.3% de las personas usuarias de Internet fijo, mencionaron que, niños, niñas y adolescentes son quienes tienen mayor riesgo de ser víctimas de Violencia Digital a través de este medio. Mientras que, 43.3% de estas personas usuarias consideran que las mujeres tienen mayor riesgo de ser víctimas de este tipo de violencia.","De acuerdo con la Tercera Encuesta 2023, el 56.3% de las personas usuarias de Internet fijo, mencionaron que, niños, niñas y adolescentes son quienes tienen mayor riesgo de ser víctimas de Violencia Digital a través de este medio. Mientras que, 43.3% de estas personas usuarias consideran que las mujeres tienen mayor riesgo de ser víctimas de este tipo de violencia.",
F.11,True,95,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_11_datos_usados.csv,52a6db83f740356c9f9ec4ec6122d4a34d7418073b019ba4d817853d94c7606a,,"Al consultar a la población desagregada por sexo, el 58.4% de las mujeres respondieron que los niños, niñas y adolescentes tienen mayor riesgo de ser víctimas de violencia digital a través del uso del Internet, en comparación con un 54.1% de los hombres; siendo así, los niños, niñas y adolescentes y las mujeres; el grupo más sensible y vulnerable para pedofilia y robo, en el caso de los niños, niñas y adolescentes; por su falta de conocimiento o credulidad que pueden tener debido a su edad.","Al consultar a la población desagregada por sexo, el 58.4% de las mujeres respondieron que los niños, niñas y adolescentes tienen mayor riesgo de ser víctimas de violencia digital a través del uso del Internet, en comparación con un 54.1% de los hombres; siendo así, los niños, niñas y adolescentes y las mujeres; el grupo más sensible y vulnerable para pedofilia y robo, en el caso de los niños, niñas y adolescentes; por su falta de conocimiento o credulidad que pueden tener debido a su edad.",
F.12,True,96,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_12_datos_usados.csv,38ddba0ba934fcc5897cd1894a662459e8d5fa06fd544eb2fc000d2ad4050992,,"De acuerdo a la Tercera Encuesta 2023, el 46.5% de las personas usuarias de Telefonía móvil mencionaron que, los niños, niñas y adolescentes son quienes tienen mayor riesgo de ser víctimas de Violencia Digital a través del teléfono móvil. Mientras que, 20.5% de estas personas usuarias consideran que las personas adultas mayores tienen mayor riesgo de ser víctima de este tipo de violencia.","De acuerdo a la Tercera Encuesta 2023, el 46.5% de las personas usuarias de Telefonía móvil mencionaron que, los niños, niñas y adolescentes son quienes tienen mayor riesgo de ser víctimas de Violencia Digital a través del teléfono móvil. Mientras que, 20.5% de estas personas usuarias consideran que las personas adultas mayores tienen mayor riesgo de ser víctima de este tipo de violencia.",
F.13,True,97,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_13_datos_usados.csv,e8234c136ad3dc7c2ebf3eb1c0e6c974b5303ce32369556d661c844f5884e475,,"De acuerdo con la “Tercera Encuesta 2023”, las personas encuestadas afirman que las personas con mayor riesgo de ser víctimas de Violencia Digital son los niños, niñas y adolescentes a través del teléfono móvil, con el 49.1% de votos para caso de las mujeres y en 43.7% para el caso de votos por los hombres, siendo las personas con discapacidad con menor riesgo de ser víctimas de Violencia Digital con un 1.2% de votos para el caso de las mujeres y el 0.9% de votos para el caso de los hombres.","De acuerdo con la “Tercera Encuesta 2023”, las personas encuestadas afirman que las personas con mayor riesgo de ser víctimas de Violencia Digital son los niños, niñas y adolescentes a través del teléfono móvil, con el 49.0% de votos para caso de las mujeres y en 43.7% para el caso de votos por los hombres, siendo las personas con discapacidad con menor riesgo de ser víctimas de Violencia Digital con un 1.2% de votos para el caso de las mujeres y el 0.8% de votos para el caso de los hombres.",
F.14,True,98,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_14_datos_usados.csv,659070d317ece9c30faf26c81200f084416fe7c120f461487b2d58a34a0cf78a,,"De acuerdo con la “Tercera Encuesta 2023”, las personas participantes del estudio cualitativo de ambos sexos, coinciden de manera espontánea, que son los(as) propios(as) usuarios(as) quienes tienen que establecer sus medidas de protección.","De acuerdo con la “Tercera Encuesta 2023”, las personas participantes del estudio cualitativo de ambos sexos, coinciden de manera espontánea, que son los(as) propios(as) usuarios(as) quienes tienen que establecer sus medidas de protección.",
F.15,True,99,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_15_datos_usados.csv,db23dd6d80d921818c1a52a6817a9b4cc8a9bee3e45ef8f6d3ace0eaf4782778,,"Entre las principales acciones para protegerse o prevenir la violencia digital señaladas por las personas usuarias de Internet fijo están Evitar compartir información personal (90.3%), así como contraseñas de sus dispositivos y/o aplicaciones (89.5%), de las cuales, el mayor porcentaje de mujeres señalaron principalmente evitar compartir contraseñas (91.5%), mientras que el mayor porcentaje de los hombres señalaron evitar compartir información personal (89.3%, respectivamente).","Entre las principales acciones para protegerse o prevenir la violencia digital señaladas por las personas usuarias de Internet fijo están Evitar compartir información personal (90.3%), así como contraseñas de sus dispositivos y/o aplicaciones (89.5%), de las cuales, el mayor porcentaje de mujeres señalaron principalmente evitar compartir contraseñas (91.5%), mientras que el mayor porcentaje de los hombres señalaron evitar compartir información personal (89.3%, respectivamente).",
F.16,True,100,baseline_unchanged,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/f_16_datos_usados.csv,b6cc457e7b375022a05f24210f77853d411583aef1c53a838b1c0a8c1caacfa9,,"Entre las principales acciones que harían o hicieron las personas usuarias de Internet fijo si experimentaran Violencia Digital a través de este medio se encuentran: Denunciar ante la Policía Cibernética (32.7%), así como ante otras autoridades (30.3%), por sexo, tanto las mujeres como los hombres señalaron principalmente que, denunciarían ante la Policía Cibernética, siendo las mujeres un 33.2% y los hombres un 32.1%, respectivamente.","Entre las principales acciones que harían o hicieron las personas usuarias de Internet fijo si experimentaran Violencia Digital a través de este medio se encuentran: Denunciar ante la Policía Cibernética (32.7%), así como ante otras autoridades (30.3%), por sexo, tanto las mujeres como los hombres señalaron principalmente que, denunciarían ante la Policía Cibernética, siendo las mujeres un 33.2% y los hombres un 32.1%, respectivamente.",
G.1,True,101,records_only,not_verified,reportes/20260922T173925458200Z_corrida/datos_usados/g_1_datos_usados.csv,691333308fac175a0c3e001ca36270a521e88721d136658a53841e3ce5c77545,,"A diciembre de 2023, había en operación un total de 3,214 concesiones otorgadas de radiodifusión en México, 368 de estas concesiones fueron de radio AM, de las cuales 272 fueron de tipo comercial, 58 públicas, 31 sociales, 4 sociales comunitarias y 3 sociales indígenas.

En cuanto a las concesiones de radio FM, se otorgaron 1,912, de las cuales 1,171 concesiones fueron de tipo comercial, 303 públicas, 267 sociales, 144 sociales comunitarias y 27 sociales indígenas.

Además, se registraron 934 concesiones de televisión digital terrestre (TDT), de las cuales 597 fueron de tipo comercial, 278 de tipo públicas, 52 sociales y 7 sociales comunitarias.","A diciembre de 2023, había en operación un total de 3,073 concesiones otorgadas de radiodifusión en México, 266 de estas concesiones fueron de radio AM, de las cuales 161 fueron de tipo comercial, 56 públicas, 42 sociales, 4 sociales comunitarias y 3 sociales indígenas.

En cuanto a las concesiones de radio FM, se otorgaron 1,898, de las cuales 1,165 concesiones fueron de tipo comercial, 300 públicas, 267 sociales, 139 sociales comunitarias y 27 sociales indígenas.

Además, se registraron 909 concesiones de televisión digital terrestre (TDT), de las cuales 569 fueron de tipo comercial, 280 de tipo públicas, 53 sociales y 7 sociales comunitarias.",
